artist,song,duration_ms,year,popularity,loudness,speechiness,acousticness,instrumentalness,tempo,genre
Snoop Dogg,Young; Wild & Free (feat. Bruno Mars),207333,2011,77,-6.425,0.137,0.0525,0,95.078,hip hop; pop
Justin Bieber,As Long As You Love Me,229466,2012,67,-3.382,0.1,0.0811,0,139.691,pop
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,2012,46,-3.443,0.0479,0.027,0,72.022,hip hop; pop; Dance/Electronic
Alex Clare,Too Close,256613,2011,60,-4.278,0.0387,0.00948,0,126.027,rock
Tyga,Faded,206666,2012,58,-8.438,0.188,0.0103,0,95.073,hip hop; pop
Alesso,Years - ラジオ・エディット,195480,2012,0,-6.245,0.0805,0.00234,0.00000191,128.008,pop; Dance/Electronic
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,2012,0,-2.632,0.206,0.186,0,83.993,pop
Katy Perry,The One That Got Away,227333,2012,72,-4.023,0.0353,0.000802,0,133.962,pop
Avicii,Silhouettes - Original Radio Edit,211880,2012,53,-6.235,0.0545,0.155,0.0562,128.074,pop; Dance/Electronic
Gotye,Somebody That I Used To Know,244884,2011,57,-6.896,0.0358,0.607,0.000168,129.054,set()
Flo Rida,Wild Ones (feat. Sia),232946,2012,77,-5.324,0.0554,0.0991,0,127.075,hip hop; pop
One Direction,What Makes You Beautiful,199986,2012,82,-2.494,0.0737,0.009,0,124.99,pop
Lana Del Rey,Born To Die,286253,2012,53,-6.591,0.0439,0.209,0.000133,75.223,pop
Kesha,C'Mon,214333,2012,0,-5.448,0.0963,0.00657,0.00144,126.025,pop; Dance/Electronic
Owl City,Good Time,205933,2012,77,-4.269,0.14,0.0239,0.00000698,126.05,rock; pop
Calvin Harris,We'll Be Coming Back (feat. Example),234360,2012,62,-4.364,0.0873,0.00131,0,127.945,hip hop; pop; Dance/Electronic
Emeli Sandé,Read All About It; Pt. III,283706,2012,65,-7.186,0.0249,0.822,0.00000387,98.082,pop; R&B
Ellie Goulding,Lights - Single Version,210853,2010,63,-6.17,0.0367,0.0297,0.0391,120.008,pop; rock; Dance/Electronic
Train,Drive By,195973,2012,77,-3.113,0.032,0.00107,0.0000106,122.028,pop
Disclosure,Latch,255631,2013,74,-5.456,0.167,0.0159,0.0000945,121.985,pop; Dance/Electronic
Coldplay,Princess of China,239215,2011,66,-6.221,0.0347,0.00385,0.015,85.014,rock; pop
One Direction,Live While We're Young,200186,2012,0,-2.063,0.0543,0.0629,0,126.015,pop
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,2011,61,-4.289,0.0513,0.134,0,130.034,hip hop; pop
Carrie Underwood,Blown Away,240133,2012,63,-2.569,0.0429,0.0909,0,136.991,pop; country
alt-J,Breezeblocks,227080,2012,71,-7.298,0.0344,0.096,0.000879,150.071,rock
Chris Brown,Don't Wake Me Up,222306,2012,62,-5.197,0.051,0.0548,0,127.967,hip hop; pop; R&B
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,2011,74,-4.282,0.0475,0.046,0,116.044,pop; R&B
Drake,The Motto,181573,2011,74,-8.558,0.356,0.000107,0.0000612,201.8,hip hop; pop; R&B
Katy Perry,Wide Awake,220946,2012,65,-5.099,0.0367,0.0749,0.00000264,159.814,pop
Rita Ora,How We Do (Party),247026,2012,48,-3.94,0.0833,0.0034,0,116.024,hip hop; pop; Dance/Electronic
Rudimental,Feel the Love (feat. John Newman),245186,2013,64,-6.849,0.0593,0.0026,0.000182,179.911,pop; Dance/Electronic
Lana Del Rey,Ride,289080,2012,66,-5.52,0.034,0.128,0.00000196,93.763,pop
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251626,2012,69,-6.628,0.0393,0.248,0,124.91,pop; R&B
Demi Lovato,Give Your Heart a Break,205346,2011,71,-3.218,0.0487,0.23,0,123.008,pop
Drake,Take Care,277386,2011,75,-10.358,0.265,0.0267,0.0000122,121.845,hip hop; pop; R&B
Little Mix,Wings,219733,2012,0,-3.141,0.127,0.000673,0.000556,114.962,pop
Bruno Mars,It Will Rain,257720,2011,74,-6.826,0.0486,0.337,0,150.017,pop
Cher Lloyd,Want U Back,214013,2011,67,-2.963,0.076,0.0662,0,97.954,pop; Dance/Electronic
Lorde,Royals,190185,2013,77,-9.504,0.122,0.121,0,84.878,pop; Dance/Electronic
Robin Thicke,Blurred Lines,263053,2013,55,-7.707,0.0489,0.00412,0.0000178,120,pop; R&B
Imagine Dragons,Radioactive,186813,2012,77,-3.686,0.0627,0.106,0.000108,136.245,rock
Avicii,Wake Me Up,247426,2013,6,-5.697,0.0523,0.0038,0.0012,124.08,pop; Dance/Electronic
Bruno Mars,Locked out of Heaven,233478,2012,85,-4.165,0.0431,0.049,0,143.994,pop
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613,2012,1,-6.985,0.293,0.0619,0,94.992,hip hop; pop
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,2013,83,-8.966,0.038,0.0426,0.00000107,116.047,hip hop; Dance/Electronic
will.i.am,Scream & Shout,283400,2013,78,-6.849,0.0696,0.019,0.0000896,130.033,hip hop; pop
Stromae,Papaoutai,232146,2013,0,-7.222,0.0859,0.0241,0,116.019,pop
Bingo Players,Get Up (Rattle) - Vocal Edit,166933,2013,1,-2.69,0.0645,0.0205,0.00000686,127.99,pop; Dance/Electronic
Naughty Boy,La La La,220779,2013,58,-4.399,0.0316,0.112,0,124.988,Dance/Electronic
Tom Odell,Another Love,244360,2013,88,-8.532,0.04,0.695,0.0000165,122.769,pop
2 Chainz,We Own It (Fast & Furious),227906,2013,69,-4.586,0.402,0.0545,0,171.999,hip hop; pop
David Guetta,Play Hard (feat. Ne-Yo & Akon),201000,2012,69,-1.702,0.0533,0.173,0,130.072,hip hop; pop; Dance/Electronic
Pitbull,Feel This Moment (feat. Christina Aguilera),229506,2012,77,-3.632,0.158,0.039,0,135.956,hip hop; pop; latin
will.i.am,#thatPOWER,279506,2013,68,-6.096,0.0584,0.00112,0.0000766,127.999,hip hop; pop
Lil Wayne,Love Me,255053,2013,68,-6.476,0.0327,0.0125,0,124.906,hip hop; pop
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258342,2012,81,-4.457,0.0786,0.0291,0,146.078,hip hop; pop
Martin Garrix,Animals - Radio Edit,176117,2013,0,-5.351,0.0363,0.00137,0.445,128.015,pop; Dance/Electronic
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2013,56,-7.321,0.232,0.0348,0,100.315,hip hop; pop
John Newman,Love Me Again,239894,2013,74,-4.814,0.0441,0.00453,0.000596,126.03,set()
Britney Spears,Work B**ch,247853,2013,0,-6.535,0.15,0.124,0.00111,128.012,pop
The Neighbourhood,Sweater Weather,240400,2013,89,-2.81,0.0336,0.0495,0.0177,124.053,rock; pop
Sebastian Ingrosso,Reload - Radio Edit,221272,2013,68,-4.633,0.0521,0.0736,0,128.045,pop; Dance/Electronic
Capital Cities,Safe And Sound,192693,2013,0,-4.829,0.0309,0.000189,0.0173,117.952,pop
Demi Lovato,Heart Attack,210840,2013,79,-4.802,0.104,0.0738,0,173.968,pop
Arctic Monkeys,Why'd You Only Call Me When You're High?,161123,2013,84,-6.478,0.0368,0.0483,0.0000113,92.004,rock
Justin Bieber,Beauty And A Beat,227986,2012,73,-4.831,0.0593,0.000688,0.0000527,128.003,pop
Eminem,The Monster,250188,2013,75,-3.68,0.0715,0.0525,0,110.049,hip hop
Pitbull,Don't Stop the Party (feat. TJR),206120,2012,64,-3.617,0.0912,0.00726,0,127.008,hip hop; pop; latin
Selena Gomez,Come & Get It,231986,2013,69,-4.1,0.0517,0.0101,0.00021,79.979,pop
P!nk,True Love (feat. Lily Allen),230733,2012,71,-4.76,0.311,0.00144,0,192.205,pop
Disclosure,White Noise,277687,2013,54,-6.164,0.0501,0.00963,0.000215,119.978,pop; Dance/Electronic
Flo Rida,I Cry,223800,2012,60,-5.441,0.0439,0.00616,0.00000179,126.035,hip hop; pop
Kanye West,Black Skinhead,188013,2013,0,-6.107,0.322,0.000986,0,130.089,hip hop
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,214912,2013,72,-5.791,0.0558,0.0157,0.00000653,126.052,pop
Eminem,Berzerk,238746,2013,66,-4.059,0.333,0.0217,0,95.084,hip hop
Icona Pop,I Love It (feat. Charli XCX),157152,2013,68,-2.671,0.0284,0.00952,0.0000164,125.916,pop; Dance/Electronic
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),186826,2013,71,-4.341,0.064,0.0271,0.00000332,151.99,rock
Lorde,Team,193058,2013,0,-7.444,0.0939,0.162,0,100.05,pop; Dance/Electronic
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,2012,68,-3.782,0.0374,0.332,0.0000667,127.946,pop; Dance/Electronic
Imagine Dragons,Demons,177506,2012,81,-3.015,0.0321,0.19,0.00025,89.938,rock
One Direction,One Way or Another (Teenage Kicks),157293,2013,66,-3.121,0.071,0.025,0,162.131,pop
Taylor Swift,I Knew You Were Trouble.,219720,2012,76,-6.798,0.0363,0.00454,0.00000225,77.019,pop
Arctic Monkeys,Do I Wanna Know?,272394,2013,84,-7.596,0.0323,0.186,0.000263,85.03,rock
Rudimental,Waiting All Night (feat. Ella Eyre),292586,2013,66,-5.358,0.05,0.00264,0.00959,174.983,pop; Dance/Electronic
Klangkarussell,Sonnentanz - Sun Don't Shine,238120,2014,68,-8.262,0.0909,0.104,0.0202,119.74,pop; Dance/Electronic
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240346,2012,61,-4.175,0.0514,0.0469,0.0000624,128.062,hip hop; pop; Dance/Electronic
A$AP Rocky,F**kin' Problems (feat. Drake; 2 Chainz & Kendrick Lamar),233786,2013,76,-6.87,0.275,0.0239,0,95.967,hip hop
P!nk,Try,247906,2012,76,-7.079,0.03,0.00144,0,103.998,pop
Ylvis,The Fox (What Does the Fox Say?),213708,2013,63,-4.292,0.0453,0.107,0,128.008,hip hop
Ellie Goulding,Burn,231211,2014,70,-5.031,0.0432,0.31,0,87.016,pop; rock; Dance/Electronic
Baauer,Harlem Shake,196664,2013,57,-5.151,0.0483,0.0111,0.00182,137.825,Dance/Electronic
Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506,2012,70,-5.066,0.0483,0.41,0,124.989,hip hop; pop; Dance/Electronic
Katy Perry,This Is How We Do,204285,2013,60,-6.028,0.0457,0.0203,0,96,pop
AWOLNATION,Sail,259102,2011,2,-9.582,0.0568,0.452,0.609,119.038,pop; rock
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,174853,2013,27,-5.705,0.049,0.00176,0.00183,124.047,pop; Dance/Electronic
Jason Derulo,The Other Side,226986,2013,50,-3.939,0.1,0.0525,0,127.923,hip hop; pop
Storm Queen,Look Right Through - MK Vocal Edit,150400,2014,0,-8.035,0.081,0.00304,0.00553,119.995,Dance/Electronic
Calvin Harris,Sweet Nothing (feat. Florence Welch),212560,2012,71,-3.942,0.109,0.197,0.000112,127.934,hip hop; pop; Dance/Electronic
Katy Perry,Unconditionally,228878,2013,0,-4.813,0.0387,0.00357,0,129.003,pop
Wale,Bad (feat. Rihanna) - Remix,238826,2013,61,-6.594,0.0748,0.307,0,114.038,hip hop; pop; R&B
Ciara,Body Party,234040,2013,64,-6.299,0.0563,0.0143,0,133.973,pop; R&B
Drake,Started From the Bottom,174120,2013,65,-7.829,0.161,0.0331,0,86.307,hip hop; pop; R&B
Birdy,Wings,252106,2013,48,-4.534,0.0253,0.0831,0,83.235,pop
Bastille,Of The Night,214205,2013,61,-7.2,0.0427,0.0192,0.000225,125.01,pop; rock
Olly Murs,Dear Darlin',206373,2012,59,-4.672,0.0454,0.00627,0.00000873,124.021,pop; Dance/Electronic
Katy Perry,Roar,223546,2013,73,-4.821,0.0418,0.00487,0.0000066,179.984,pop
Blake Shelton,Sure Be Cool If You Did,215720,2013,56,-4.625,0.035,0.255,0,136.802,country
Calvin Harris,Thinking About You (feat. Ayah Marar),247933,2012,65,-3.715,0.0396,0.00262,0.000412,127.985,hip hop; pop; Dance/Electronic
JAY-Z,Holy Grail,338413,2013,62,-6.901,0.0831,0.0594,0.00000859,145.082,hip hop
Bridgit Mendler,Ready or Not,200946,2012,72,-3.835,0.0509,0.00351,0.0000384,93.043,pop
The Saturdays,What About Us,220682,2013,61,-4.751,0.0581,0.0059,0,123.973,pop; Dance/Electronic
Bastille,Pompeii,214147,2013,74,-6.383,0.0407,0.0755,0,127.435,pop; rock
One Direction,Best Song Ever,200106,2013,76,-2.986,0.0465,0.0227,0,118.491,pop
Nelly,Hey Porsche,209466,2013,57,-4.653,0.029,0.136,0,115.995,hip hop; pop; R&B
Zedd,Clarity,271426,2012,0,-3.464,0.0753,0.0366,0,128.006,hip hop; pop; Dance/Electronic
Miley Cyrus,Wrecking Ball,221360,2013,77,-6.262,0.0342,0.407,0,119.964,pop
Chris Brown,Fine China,213666,2013,0,-4.758,0.056,0.0466,0,104.038,hip hop; pop; R&B
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),353893,2013,69,-7.828,0.057,0.0839,0.00114,100.163,hip hop; Dance/Electronic
Armin van Buuren,This Is What It Feels Like,204360,2013,66,-5.217,0.03,0.0391,0.00000277,129.885,pop; Dance/Electronic
Justin Timberlake,Mirrors,484146,2013,78,-6.664,0.0503,0.234,0,76.899,pop
Bruno Mars,Treasure,178560,2012,78,-5.28,0.0431,0.0412,0.0000724,116.017,pop
Of Monsters and Men,Little Talks,266600,2012,79,-5.177,0.032,0.0206,0,102.961,pop; rock; Folk/Acoustic
Miley Cyrus,We Can't Stop,231240,2013,78,-5.794,0.0334,0.00882,0,80.003,pop
J. Cole,Power Trip (feat. Miguel),241160,2013,0,-7.054,0.217,0.322,0.000203,99.991,hip hop
Paramore,Still into You,216013,2013,79,-3.763,0.044,0.0098,0,136.01,pop; rock
Christina Perri,human,250706,2013,59,-6.286,0.0368,0.132,0.000643,143.808,pop
Drake,Hold On; We're Going Home,227880,2013,72,-7.436,0.0961,0.00411,0.000034,99.993,hip hop; pop; R&B
James Blunt,Bonfire Heart,238000,2013,0,-5.7,0.0527,0.181,0,118.021,pop
Maroon 5,Daylight,225066,2012,66,-5.473,0.0269,0.00242,0,120.001,pop
Childish Gambino,3005,235662,2013,0,-6.542,0.289,0.128,0,82.92,hip hop
Avril Lavigne,Here's to Never Growing Up,214080,2013,0,-3.084,0.101,0.015,0,164.986,pop
Taylor Swift,22,232120,2012,68,-6.561,0.0376,0.00215,0.0013,103.987,pop
Passenger,Let Her Go,252866,2012,73,-7.335,0.0572,0.385,0,75.089,pop
Ariana Grande,The Way,227026,2013,65,-3.208,0.113,0.294,0,82.324,pop
Rihanna,Stay,240706,2012,76,-10.164,0.0283,0.945,0.0000612,111.893,hip hop; pop; R&B
Justin Timberlake,Suit & Tie (feat. Jay-Z),326280,2013,67,-3.799,0.219,0.103,0,101.985,pop
Bruno Mars,When I Was Your Man,213826,2012,83,-8.648,0.0434,0.932,0,72.795,pop
Florida Georgia Line,Cruise,208960,2012,57,-3.364,0.0354,0.0191,0,148,country
Pharrell Williams,Happy - From "Despicable Me 2",232720,2014,79,-4.662,0.183,0.219,0,160.019,hip hop; pop
Katy Perry,Dark Horse,215672,2013,74,-6.123,0.0512,0.00314,0,131.934,pop
ScHoolboy Q,Collard Greens,299960,2014,0,-4.871,0.064,0.0239,0.00000738,153.972,hip hop; pop
Iggy Azalea,Fancy,199938,2014,69,-4.141,0.0697,0.0904,0,94.981,hip hop; pop
Maroon 5,Animals,231013,2014,79,-6.46,0.0898,0.000185,0,189.868,pop
Sam Smith,Stay With Me,172723,2014,80,-6.444,0.0414,0.588,0.0000639,84.094,pop
MAGIC!,Rude,224840,2014,80,-4.993,0.0381,0.0422,0,144.033,set()
Sia,Chandelier,216120,2014,78,-2.88,0.0499,0.0197,0.0000607,117.089,pop
John Legend,All of Me,269560,2013,84,-7.064,0.0322,0.922,0,119.93,pop; R&B
ZHU,Faded,223386,2014,49,-7.195,0.0487,0.00865,0.119,124.96,Dance/Electronic
Meghan Trainor,All About That Bass,187920,2015,72,-3.726,0.0503,0.0573,0.00000287,134.052,pop
David Guetta,Lovers on the Sun (feat. Sam Martin),203520,2014,50,-2.505,0.0387,0.0932,0.00000388,124.915,hip hop; pop; Dance/Electronic
Iggy Azalea,Black Widow,209423,2014,67,-3.753,0.124,0.192,0.000386,163.99,hip hop; pop
Tove Lo,Habits (Stay High),209160,2014,74,-3.539,0.0315,0.0703,0.0000659,110.003,pop; Dance/Electronic
Oliver Heldens,Gecko (Overdrive) - Radio Edit,165440,2014,67,-5.469,0.0642,0.00521,0.0000115,124.959,pop; Dance/Electronic
DJ Snake,You Know You Like It,247266,2014,69,-5.346,0.188,0.0141,0.00000246,196.093,hip hop; pop; Dance/Electronic
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2013,56,-7.321,0.232,0.0348,0,100.315,hip hop; pop
Maroon 5,Maps,189840,2014,0,-5.51,0.0295,0.0179,0,120.003,pop
David Guetta,Bad (feat. Vassy) - Radio Edit,170625,2014,45,-3.927,0.088,0.00125,0.0186,127.966,hip hop; pop; Dance/Electronic
Tinashe,2 On (feat. ScHoolboy Q),227000,2014,71,-7.51,0.107,0.15,0,101.013,hip hop; pop; R&B; Dance/Electronic
Route 94,My Love (feat. Jess Glynne),259934,2014,72,-7.573,0.0492,0.000132,0.72,119.976,pop; Dance/Electronic
Taylor Swift,Bad Blood,211933,2014,54,-6.104,0.19,0.0885,0.00000616,170.216,pop
Trey Songz,Na Na,231906,2015,62,-6.253,0.0406,0.328,0,96.975,hip hop; pop; R&B
Calvin Harris,Under Control (feat. Hurts),184280,2014,72,-3.405,0.0841,0.129,0.000914,126.094,hip hop; pop; Dance/Electronic
O.T. Genasis,CoCo,239573,2014,61,-5.949,0.131,0.00215,0.0000115,119.906,hip hop; pop
Jason Derulo,Wiggle (feat. Snoop Dogg),193295,2013,66,-6.886,0.25,0.0802,0,81.946,hip hop; pop
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189399,2014,66,-5.356,0.0258,0.0219,0.00000743,123.002,pop; rock
Jeremih,Don't Tell 'Em,266840,2015,74,-5.225,0.0997,0.392,0,98.052,hip hop; pop; R&B
Nicki Minaj,Anaconda,260240,2014,66,-6.223,0.179,0.0668,0.00000778,129.994,hip hop; pop
Calvin Harris,Blame (feat. John Newman),212960,2014,75,-4.078,0.0808,0.0287,0.00574,128.024,hip hop; pop; Dance/Electronic
DJ Snake,Turn Down for What,213733,2013,70,-4.1,0.156,0.00107,0.128,100.014,hip hop; pop; Dance/Electronic
Pitbull,Timber (feat. Ke$ha),204160,2012,80,-4.087,0.0981,0.0295,0,129.992,hip hop; pop; latin
OneRepublic,Counting Stars,257386,2014,62,-4.972,0.0385,0.0654,0,122.014,pop
Bobby Shmurda,Hot N*gga,194561,2014,73,-7.314,0.42,0.0505,0.00000181,167.879,hip hop; pop
Calvin Harris,Summer,224506,2014,21,-3.565,0.0325,0.0215,0.043,127.962,hip hop; pop; Dance/Electronic
ScHoolboy Q,Man Of The Year,216013,2014,0,-5.234,0.0428,0.00518,0,111.959,hip hop; pop
Nico & Vinz,Am I Wrong,245866,2014,76,-6.003,0.0312,0.175,0.00000158,119.968,hip hop; pop
Becky G,Shower,206166,2014,78,-7.548,0.0487,0.0317,0.0000359,119.987,pop; latin
Sigma,Nobody To Love - Radio Edit,189720,2014,62,-3.32,0.0436,0.000526,0.00000634,175.001,pop; Dance/Electronic
The Chainsmokers,#SELFIE - Original Mix,183750,2014,0,-3.263,0.248,0.0135,0.00000877,127.955,pop; Dance/Electronic
Lorde,Team,193058,2013,76,-7.436,0.0929,0.167,0,99.961,pop; Dance/Electronic
Rixton,Me And My Broken Heart,193733,2014,77,-4.261,0.0345,0.00489,0,174.084,pop
Klingande,Jubel - Radio Edit,201626,2013,50,-7.251,0.0343,0.649,0.0569,124.938,pop; Dance/Electronic
Mr. Probz,Waves - Robin Schulz Radio Edit,208133,2014,2,-9.334,0.0369,0.00821,0.0014,119.993,hip hop; Dance/Electronic
Paloma Faith,Only Love Can Hurt Like This,232893,2014,80,-4.528,0.0818,0.0958,0.0000997,90.99,pop; R&B; Dance/Electronic
Kiesza,Hideaway,251986,2014,64,-4.135,0.0483,0.0862,0.00696,122.993,pop; Dance/Electronic
Ellie Goulding,Burn,231211,2014,70,-5.031,0.0432,0.31,0,87.016,pop; rock; Dance/Electronic
Ariana Grande,Break Free,214840,2014,0,-5.324,0.0455,0.0064,0.0000435,129.956,pop
Kid Ink,Show Me (feat. Chris Brown),217800,2014,68,-7.299,0.0502,0.0355,0,98.098,hip hop; pop
Tove Lo,Talking Body,238426,2014,66,-5.449,0.0338,0.0966,0,119.999,pop; Dance/Electronic
Chris Brown,Loyal (feat. Lil Wayne & Tyga),264946,2014,72,-5.963,0.049,0.0168,0.00000137,99.059,hip hop; pop; R&B
OneRepublic,Love Runs Out,224226,2014,59,-3.752,0.0589,0.167,0,120.022,pop
Olly Murs,Up (feat. Demi Lovato),224293,2014,0,-4.676,0.0339,0.0193,0,114.948,pop; Dance/Electronic
Peking Duk,High (feat. Nicole Millar),228000,2014,48,-4.052,0.0492,0.00129,0.000868,100.094,Dance/Electronic
Milky Chance,Stolen Dance,313684,2014,73,-8.813,0.0378,0.427,0.000204,114.016,set()
Ed Sheeran,Don't,219840,2014,72,-7.008,0.0659,0.0113,0,95.049,pop
Ariana Grande,Love Me Harder,236133,2014,74,-4.389,0.0334,0.00937,0,98.992,pop
Enrique Iglesias,Bailando - Spanish Version,243386,2014,66,-3.519,0.105,0.0467,0.00000365,90.949,pop; latin
Avicii,Hey Brother,255093,2013,2,-4.867,0.0436,0.0309,0.0000464,125.014,pop; Dance/Electronic
Jessie J,Bang Bang,199386,2014,77,-3.417,0.091,0.26,0,150.028,hip hop; pop
Duke Dumont,I Got U,285596,2014,67,-7.752,0.035,0.00377,0.00784,120.837,pop; Dance/Electronic
Gorgon City,Ready For Your Love,198880,2014,61,-7.038,0.154,0.0531,0.0128,121.939,pop; Dance/Electronic
Taylor Swift,Style,231000,2014,61,-5.595,0.0402,0.00245,0.00258,94.933,pop
MKTO,Classic,175426,2012,82,-4.689,0.124,0.0384,0,102.071,hip hop; pop
Disclosure,Latch,255631,2013,74,-5.456,0.167,0.0159,0.0000945,121.985,pop; Dance/Electronic
Ariana Grande,Problem,193920,2014,73,-5.352,0.153,0.0192,0.00000883,103.008,pop
Charli XCX,Boom Clap,169866,2014,49,-2.28,0.0786,0.154,0.000304,91.999,pop; Dance/Electronic
One Direction,Steal My Girl,228133,2014,79,-5.948,0.0347,0.00433,0,77.217,pop
Tiësto,Red Lights,263890,2013,0,-4.783,0.0377,0.000739,0.0000015,124.989,pop; Dance/Electronic
Selena Gomez,The Heart Wants What It Wants,227360,2014,58,-4.874,0.0377,0.053,0,83.066,pop
Rita Ora,I Will Never Let You Down,203466,2014,65,-3.215,0.0296,0.403,0,128.011,hip hop; pop; Dance/Electronic
5 Seconds of Summer,She Looks So Perfect,202496,2014,74,-4.237,0.132,0.000569,0,160.025,pop
The Script,Superheroes,245466,2014,74,-4.121,0.0396,0.00218,0,166.996,pop; rock
Taylor Swift,Shake It Off,219200,2014,79,-5.384,0.165,0.0647,0,160.078,pop
One Direction,Night Changes,226600,2014,83,-7.747,0.0353,0.859,0,120.001,pop
Ed Sheeran,Sing,235382,2014,69,-4.451,0.0472,0.304,0.00000122,119.988,pop
Alesso,Heroes (we could be),209866,2014,52,-4.144,0.0634,0.0373,0,125.876,pop; Dance/Electronic
Tiësto,Wasted,188371,2014,0,-5.595,0.0294,0.00106,0.00264,112.028,pop; Dance/Electronic
G.R.L.,Ugly Heart,198306,2014,64,-5.488,0.0463,0.019,0,124.96,pop
Coldplay,A Sky Full of Stars,267866,2014,80,-6.474,0.0279,0.00617,0.00197,124.97,rock; pop
Clean Bandit,Rather Be (feat. Jess Glynne),227833,2014,72,-6.735,0.0377,0.162,0.00000203,120.97,pop; Dance/Electronic
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217346,2014,63,-3.109,0.0411,0.109,0,127.961,hip hop; pop; Dance/Electronic
Sia,Elastic Heart,257200,2014,70,-4.998,0.0496,0.0117,0.0000148,130.075,pop
One Direction,Story of My Life,245493,2013,81,-5.802,0.0477,0.225,0,121.07,pop
Alex & Sierra,Little Do You Know,185200,2014,75,-8.554,0.0323,0.746,0,145.879,pop
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226580,2014,55,-5.655,0.0432,0.0697,0,97.448,hip hop; pop; R&B
Echosmith,Cool Kids,237626,2013,71,-6.279,0.0336,0.0372,0.00000821,130.027,pop
Natalie La Rose,Somebody,189906,2014,66,-8.714,0.0376,0.000792,0.0000125,104.99,set()
Vance Joy,Riptide,204280,2014,80,-6.694,0.0379,0.431,0,101.654,rock; pop
Beyoncé,Drunk in Love (feat. Jay-Z),323480,2014,70,-6.902,0.0468,0.00969,0.00104,140.03,pop; R&B
Maroon 5,Sugar,235493,2014,0,-7.077,0.0337,0.0553,0,120.042,pop
Ella Henderson,Ghost,213213,2014,63,-3.823,0.0414,0.0457,0.00000866,104.975,pop; Dance/Electronic
Ed Sheeran,I See Fire - From "The Hobbit - The Desolation Of Smaug",300840,2013,71,-20.514,0.0397,0.559,0,152.037,pop
Chris Brown,New Flame (feat. Usher & Rick Ross),244226,2014,67,-4.292,0.041,0.0506,0,141.967,hip hop; pop; R&B
Sheppard,Geronimo,218227,2014,0,-6.275,0.0783,0.434,0.0013,142.016,pop; rock; Dance/Electronic
Olly Murs,Wrapped Up (feat. Travie McCoy),185640,2014,0,-4.696,0.0549,0.0915,0,121.989,pop; Dance/Electronic
Sam Smith,Money On My Mind,192670,2014,62,-5.217,0.179,0.204,0.000295,133.912,pop
Jason Derulo,Trumpets,217306,2013,53,-4.884,0.236,0.563,0,81.897,hip hop; pop
Nicki Minaj,Bed Of Lies,269946,2014,53,-5.779,0.194,0.251,0,86.01,hip hop; pop
